,description_id,listing_id,tag
10051,53706,3398,Git
10052,53709,3398,Docker
10053,53709,3398,Kubernetes
10054,53710,3398,Java
10055,53710,3398,Python
10056,53711,3398,AWS
10057,53718,3399,Testing
10058,53719,3399,Testing
10059,53721,3399,Scala
10060,53722,3399,Scala
10061,53733,3400,Testing
10062,53787,3404,Excel
10063,53822,3405,Testing
10064,53824,3405,Testing
10065,53854,3408,Excel
10066,53860,3410,Linux
10067,53860,3410,SQL
10068,53864,3410,Hive
10069,53868,3411,OOP
10070,53926,3412,Excel
10071,53927,3412,Excel
10072,53944,3413,OOP
10073,53968,3414,Excel
10074,53969,3414,Testing
10075,53970,3414,AWS
10076,53973,3415,AWS
10077,53976,3415,Java
10078,54007,3417,Testing
10079,54015,3417,Excel
10080,54026,3418,Git
10081,54036,3419,Java
10082,54036,3419,Javascript
10083,54036,3419,NoSQL
10084,54036,3419,Python
10085,54036,3419,SQL
10086,54038,3419,ETL
10087,54039,3419,Java
10088,54039,3419,Javascript
10089,54040,3419,AWS
10090,54041,3419,Git
10091,54045,3419,Testing
10092,54073,3421,Testing
10093,54078,3421,Object Oriented
10094,54084,3421,Docker
10095,54084,3421,Kubernetes
10096,54088,3423,AWS
10097,54088,3423,EMR
10098,54089,3423,Hbase
10099,54091,3423,AWS
10100,54095,3425,AWS
10101,54096,3425,Git
10102,54103,3425,Testing
10103,54104,3426,ETL
10104,54104,3426,Java
10105,54106,3426,AWS
10106,54107,3426,Hbase
10107,54107,3426,NoSQL
10108,54107,3426,SQL
10109,54108,3426,AWS
10110,54114,3426,Hive
10111,54114,3426,Scala
10112,54114,3426,Spark
10113,54115,3426,Hadoop
10114,54115,3426,OOP
10115,54117,3426,ETL
10116,54118,3426,NoSQL
10117,54118,3426,SQL
10118,54119,3426,Docker
10119,54119,3426,Git
10120,54119,3426,Kubernetes
10121,54123,3426,AWS
10122,54129,3427,Git
10123,54142,3428,Git
10124,54155,3429,Git
10125,54168,3430,Python
10126,54169,3430,SQL
10127,54169,3430,postgresql
10128,54170,3430,ETL
10129,54171,3430,Flask
10130,54171,3430,Python
10131,54180,3431,D3
10132,54180,3431,Git
10133,54237,3434,OOP
10134,54265,3437,Testing
10135,54269,3437,Matlab
10136,54269,3437,Python
10137,54286,3437,OOP
10138,54301,3438,Excel
10139,54302,3438,Testing
10140,54303,3438,AWS
10141,54321,3439,OOP
10142,54351,3441,Python
10143,54353,3441,Python
10144,54374,3443,Git
10145,54376,3443,SQL
10146,54381,3444,Java
10147,54381,3444,Javascript
10148,54384,3444,D3
10149,54387,3444,Testing
10150,54389,3444,Java
10151,54389,3444,Javascript
